REGION,AGE,RACE,RACED,HISPAN,HISPAND,EDUCD,DEGFIELD,CIT,COW,MAR,MIL,PAP,SEX,HICOV,INDP,INCWAGE,POVPIP,POWSP,SOCP,PINCP
4,55,4,400,0,0,65,0,4,1,3,4,0,2,1,8680,54000,481,6,119051,54000
4,65,4,400,0,0,50,0,4,1,2,4,0,2,1,3390,42300,402,6,512020,47100
4,35,7,700,1,100,71,0,5,1,1,4,0,1,1,8680,65000,223,6,352010,65000
4,35,7,700,1,100,23,0,5,B,1,4,0,2,1,BBBB,0,223,BBB,BBBBBB,0
4,16,7,700,1,100,40,0,1,B,5,B,0,2,1,BBBB,0,223,BBB,BBBBBB,0
4,83,1,100,0,0,63,0,1,B,2,4,0,2,1,BBBB,0,0,BBB,BBBBBB,0
4,30,1,100,0,0,101,55,1,4,5,4,0,2,1,9370,50000,392,6,112031,50000
4,31,1,100,0,0,101,21,1,4,5,4,0,1,1,7870,83000,501,6,151134,83000
4,61,7,700,1,100,2,0,4,6,3,4,0,2,1,9290,0,48,BBB,372012,8000
4,46,1,100,0,0,101,14,1,7,3,4,0,1,1,7370,90000,501,6,271020,90000
4,35,1,100,0,0,65,0,1,1,5,4,0,2,1,770,33000,263,6,436010,33000
4,38,1,100,0,0,65,0,1,1,5,4,0,1,1,7890,30000,239,6,253000,30000
4,33,1,100,1,100,65,0,1,1,5,4,0,2,1,8190,30000,239,6,291141,30000
4,57,1,100,0,0,114,37,1,1,1,4,0,1,1,3365,125000,501,6,419031,201300
4,55,6,600,0,0,101,52,1,2,1,4,0,2,1,9160,7500,501,6,399011,7500
4,18,6,600,0,0,65,0,1,1,5,4,0,1,1,8680,4000,501,BBB,353031,4100
4,16,6,600,0,0,40,0,1,2,5,B,0,2,1,9160,1500,501,BBB,399011,1580
4,45,6,600,0,0,114,50,1,1,1,4,0,1,1,3390,137000,501,6,1721YY,137200
4,44,1,100,0,0,101,41,1,1,1,4,0,2,1,7290,116000,501,251,172081,118900
4,66,1,100,0,0,116,24,1,3,1,2,0,1,1,7860,0,501,BBB,371012,65000
4,58,5,500,0,0,12,0,1,3,1,4,0,2,1,8370,15800,501,6,399021,15800
4,48,1,100,0,0,81,0,1,1,3,4,0,2,1,6990,87000,501,6,291141,87000
4,28,8,801,0,0,61,0,1,1,5,4,3600,2,1,4795,25000,501,6,432021,28600
4,49,2,200,0,0,71,0,1,6,5,4,0,1,1,8590,0,0,BBB,399030,0
4,68,1,100,0,0,63,0,1,1,3,4,0,2,1,9290,0,178,BBB,399021,20900
4,68,1,100,0,0,114,23,1,4,3,4,0,2,1,7860,0,405,BBB,252020,46700
4,35,1,100,0,0,81,0,1,6,1,4,0,1,1,8870,0,501,BBB,119XXX,76000
4,35,1,100,0,0,63,0,1,1,1,4,0,2,1,4970,41000,501,6,513092,41000
4,43,1,100,0,0,101,21,4,1,3,4,0,1,2,7380,70000,360,BBB,15113X,70000
4,29,7,700,1,100,71,0,1,1,1,4,0,1,1,4470,46000,497,6,414010,46000
4,29,7,700,1,100,63,0,1,1,1,4,0,2,1,8680,25000,497,6,351012,25000
4,24,7,700,1,100,63,0,1,1,5,4,0,1,1,770,24000,497,6,473010,24000
4,76,1,100,0,0,63,0,1,B,2,4,0,2,1,BBBB,0,501,BBB,BBBBBB,92800
4,66,1,100,4,422,61,0,4,B,1,4,0,1,1,BBBB,0,123,BBB,BBBBBB,14400
4,71,1,100,1,100,25,0,4,B,1,4,0,2,1,BBBB,0,123,BBB,BBBBBB,3300
4,46,1,100,1,100,81,0,4,1,3,4,0,2,1,5170,13500,123,6,435081,13500
4,17,1,100,1,100,50,0,1,9,5,4,0,1,1,9920,0,123,BBB,999920,0
4,47,1,100,1,100,71,0,1,2,1,4,0,2,1,8270,47000,270,6,292071,47000
4,49,1,100,1,100,61,0,1,1,1,4,0,1,1,770,20000,270,6,472140,20000
4,21,1,100,1,100,63,0,5,1,5,4,0,2,1,5080,1100,270,6,412031,1100
4,44,7,700,4,416,114,23,4,3,3,4,0,2,1,8370,80000,501,6,211020,91000
4,18,1,100,0,0,63,0,1,1,5,4,0,2,1,8680,12000,501,6,351012,12000
4,16,1,100,0,0,50,0,1,1,5,B,0,1,1,7770,50,501,BBB,373010,50
4,65,1,100,1,100,114,61,1,2,3,4,0,2,1,9160,43000,298,6,431011,43000
4,41,1,100,1,100,63,0,1,2,5,4,0,2,1,6695,1000,298,6,439021,1000
4,38,1,100,1,100,71,0,1,1,5,4,0,2,1,6890,85000,501,6,434131,85000
4,49,1,100,1,100,23,0,5,1,1,4,0,1,1,4580,20800,106,6,537062,20800
4,45,1,100,1,100,23,0,5,B,1,4,0,2,1,BBBB,0,106,BBB,BBBBBB,0
4,71,7,700,1,100,71,0,4,1,1,3,0,1,1,770,0,501,BBB,435081,32000
4,61,7,700,1,100,63,0,4,6,1,4,0,2,2,9290,0,501,6,372012,17500
4,39,7,700,1,100,101,62,4,1,5,4,0,1,1,6870,75000,501,6,132052,75000
4,50,1,100,0,0,116,50,1,4,1,4,0,2,1,7860,20000,501,BBB,252020,20000
4,50,1,100,0,0,116,36,1,2,1,4,0,1,1,7870,250000,501,6,192099,250000
4,31,1,100,0,0,63,0,1,1,3,4,0,1,1,5070,40000,203,6,412031,40000
4,27,1,100,0,0,63,0,1,1,5,4,0,2,1,8970,27000,212,6,395011,27000
4,46,2,200,0,0,114,53,1,3,1,4,0,2,1,7860,60000,494,6,252030,60000
4,47,8,832,0,0,101,54,4,6,1,4,0,1,1,7690,0,494,6,516011,20000
4,48,6,640,0,0,65,0,4,1,1,4,0,2,1,6070,100000,344,6,532031,100000
4,47,8,802,0,0,101,24,1,B,1,4,0,1,1,BBBB,0,344,BBB,BBBBBB,0
4,46,1,100,0,0,81,0,1,2,3,4,0,2,1,8570,56000,440,6,292050,56000
4,73,7,700,4,412,2,0,4,6,1,4,0,2,1,9290,0,115,6,372012,10000
4,67,7,700,4,416,2,0,5,6,1,4,0,1,1,770,0,115,BBB,472061,3000
4,34,7,700,4,412,65,0,1,2,5,4,0,2,1,9170,8000,115,6,211010,8000
4,29,7,700,4,412,40,0,1,1,5,4,0,1,2,9090,8000,115,6,536021,8000
4,37,6,610,0,0,114,21,5,1,1,4,0,1,1,7380,88000,446,6,113021,88000
4,34,6,610,0,0,114,50,5,B,1,4,0,2,1,BBBB,0,446,BBB,BBBBBB,0
4,56,6,640,0,0,71,0,4,1,1,4,0,1,1,8590,45000,237,6,519061,45000
4,57,6,640,0,0,30,0,4,B,1,4,0,2,1,BBBB,0,237,BBB,BBBBBB,0
4,19,6,640,0,0,71,0,1,B,5,4,0,2,1,BBBB,0,237,BBB,BBBBBB,0
4,38,7,700,1,100,63,0,1,1,4,4,0,1,1,6290,80000,501,6,1721YY,80000
4,39,1,100,0,0,101,52,1,1,5,4,0,2,1,8680,3600,28,6,353031,3600
4,43,1,100,0,0,71,0,1,1,5,2,0,1,1,770,41000,323,13,173020,41000
4,45,1,100,0,0,81,0,1,6,1,4,0,1,1,770,0,244,BBB,472061,60000
4,45,1,100,0,0,101,33,1,B,1,4,0,2,1,BBBB,0,244,BBB,BBBBBB,0
4,59,4,400,0,0,65,0,4,1,1,4,0,2,1,4585,45600,501,6,436010,45600
4,61,6,671,0,0,65,0,4,1,1,4,0,1,1,4590,72000,501,6,414010,72000
4,64,1,100,0,0,114,23,1,4,1,4,0,2,1,7870,3000,501,BBB,119030,38500
4,59,1,100,0,0,114,60,1,4,1,4,0,1,1,7870,43400,501,BBB,251000,44290
4,50,4,400,0,0,30,0,5,1,1,4,0,2,1,8680,53000,440,6,353031,53000
4,52,4,400,0,0,30,0,5,1,1,4,0,1,1,3990,39900,440,6,537062,39900
4,27,4,400,0,0,81,0,5,B,1,4,0,2,1,BBBB,0,440,BBB,BBBBBB,13100
4,25,4,400,0,0,71,0,5,9,5,4,0,1,1,9920,0,440,BBB,999920,0
4,30,4,400,0,0,2,0,5,1,1,4,0,1,1,3990,48000,440,6,537062,48000
4,19,1,100,1,100,71,0,1,B,5,4,0,1,1,BBBB,0,0,BBB,BBBBBB,0
4,68,1,100,0,0,81,0,1,B,1,4,0,2,1,BBBB,0,501,BBB,BBBBBB,114400
4,71,5,500,0,0,71,0,1,B,1,2,0,1,1,BBBB,0,501,BBB,BBBBBB,148000
4,36,8,818,0,0,81,0,4,1,1,4,0,1,1,7980,55000,224,6,111021,55000
4,38,8,818,0,0,50,0,4,1,1,4,0,2,1,7970,0,224,BBB,436010,0
4,66,1,100,0,0,101,11,1,1,1,2,0,1,1,7790,0,501,BBB,1110XX,390000
4,59,1,100,0,0,101,29,1,2,1,4,0,2,1,7860,75000,501,6,252020,75000
4,31,1,100,0,0,114,53,1,9,5,4,0,1,2,9920,0,501,BBB,999920,0
4,23,1,100,0,0,71,0,1,B,5,4,0,2,1,BBBB,0,501,BBB,BBBBBB,0
4,61,1,100,1,100,23,0,4,1,1,4,0,1,1,290,13500,222,6,373010,17000
4,58,1,100,1,100,23,0,4,1,1,4,0,2,1,290,13500,222,BBB,4520XX,17000
4,33,1,100,1,100,81,0,4,1,1,4,0,1,1,4470,41000,222,6,411012,41000
4,27,1,100,1,100,63,0,5,1,1,4,0,2,1,4470,0,222,BBB,452041,0
4,49,1,100,0,0,101,62,1,1,1,4,0,2,1,6570,80000,501,6,272012,80000
4,50,1,100,0,0,64,0,1,7,1,4,0,1,1,8980,60000,501,6,395012,60000
4,17,1,100,0,0,50,0,1,1,5,4,0,1,1,8680,750,501,BBB,352021,750
4,51,1,100,0,0,115,34,1,1,5,4,0,2,1,7860,65000,501,6,252020,65000
4,43,4,400,0,0,71,0,1,2,1,4,0,1,1,670,45000,299,6,472111,45000
4,39,6,640,0,0,101,62,4,1,1,4,0,2,1,8190,30000,299,6,311010,30000
4,66,4,400,0,0,71,0,4,B,3,4,0,2,1,BBBB,0,299,BBB,BBBBBB,1500
4,54,1,100,0,0,71,0,1,B,3,4,0,1,1,BBBB,0,501,BBB,BBBBBB,162000
4,23,1,100,0,0,71,0,1,1,5,4,0,1,1,6390,21100,501,6,537051,21100
4,88,1,100,0,0,101,55,1,B,5,4,0,2,1,BBBB,0,285,BBB,BBBBBB,33400
4,58,1,100,0,0,101,62,1,4,1,4,0,2,1,9370,72000,501,6,132011,72000
4,63,1,100,0,0,114,41,1,4,1,4,0,1,1,7860,93000,501,6,252020,93000
4,45,1,100,4,423,71,0,1,1,1,4,0,1,1,8660,90000,501,6,151142,90050
4,40,1,100,1,100,63,0,1,1,1,4,0,2,1,3580,63000,501,6,273042,63000
4,44,6,600,0,0,115,61,4,2,1,4,0,1,1,8190,110000,461,6,291141,105300
4,44,6,600,0,0,115,61,4,2,1,4,0,2,1,8090,47800,461,6,291060,47800
4,74,6,600,0,0,101,23,5,B,2,4,0,1,1,BBBB,0,461,BBB,BBBBBB,0
4,59,1,100,0,0,115,62,1,1,1,4,0,1,1,7690,96000,501,6,119XXX,121000
4,57,1,100,0,0,101,60,1,7,1,4,0,2,1,7690,60000,501,6,112020,60000
4,21,1,100,0,0,71,0,1,1,5,4,0,1,1,7690,30000,501,6,37201X,30000
4,62,1,100,0,0,114,54,1,2,1,4,0,2,1,8190,36000,501,6,211010,43500
4,63,1,100,0,0,71,0,1,5,1,2,0,1,1,9590,120000,501,6,471011,120000
4,60,1,100,0,0,101,19,1,B,1,4,0,2,1,BBBB,0,501,BBB,BBBBBB,90000
4,74,1,100,0,0,114,41,1,B,2,4,0,1,1,BBBB,0,501,BBB,BBBBBB,169600
4,41,1,100,1,100,101,26,1,1,1,4,0,1,1,6990,50000,476,6,132052,57500
4,49,1,100,1,100,114,52,1,1,1,4,0,2,1,8370,36000,476,6,399021,36000
4,72,1,100,0,0,71,0,1,B,2,4,0,2,1,BBBB,0,168,BBB,BBBBBB,19600
4,53,6,610,0,0,101,62,4,1,1,4,0,1,1,1870,55000,501,6,132011,81400
4,50,6,610,0,0,101,61,4,1,1,4,0,2,1,8190,120000,501,BBB,291141,120000
4,24,6,610,0,0,71,0,4,1,5,4,0,1,1,7490,1500,501,BBB,274021,1500
4,43,1,100,1,100,101,62,1,1,1,2,0,1,1,7370,45000,501,6,413099,45000
4,40,1,100,0,0,114,61,1,3,1,4,0,2,1,7860,75000,501,6,291127,75000
4,40,1,100,4,426,81,0,4,1,4,4,0,2,1,7270,8300,66,6,232011,16300
4,19,1,100,4,426,65,0,4,B,5,4,0,2,1,BBBB,0,66,BBB,BBBBBB,0
4,16,1,100,4,426,40,0,4,B,5,B,0,2,1,BBBB,0,66,BBB,BBBBBB,0
4,37,1,100,0,0,101,60,1,6,1,4,0,2,1,8560,0,501,6,272012,41800
4,43,1,100,0,0,114,60,1,7,1,2,0,1,1,7590,98000,501,30,273041,98000
4,55,1,100,1,100,71,0,1,1,1,4,0,2,1,7780,33100,261,6,439061,33100
4,43,1,100,0,0,101,55,1,5,1,4,0,1,1,9370,106000,456,6,193011,106000
4,42,1,100,1,100,101,54,1,3,1,4,0,2,1,7860,6400,456,BBB,253000,6400
4,41,1,100,4,450,71,0,1,1,1,4,0,2,1,8080,45000,427,6,132011,45000
4,38,1,100,0,0,63,0,1,1,1,4,0,1,1,3960,60000,427,6,499071,60500
4,59,1,100,0,0,81,0,4,1,3,4,0,2,1,2570,8000,136,BBB,132011,17300
4,31,1,100,0,0,81,0,1,3,1,4,0,1,1,9470,130000,501,6,332011,130000
4,30,1,100,0,0,101,19,1,1,1,4,0,2,1,8590,25000,501,6,399030,30000
4,38,1,100,0,0,63,0,1,6,5,4,0,1,1,770,0,143,6,472061,24000
4,46,1,100,0,0,81,0,1,1,3,4,0,2,1,8590,0,0,BBB,436010,0
4,18,1,100,0,0,63,0,1,1,5,4,0,2,1,8680,2200,17,6,352021,2200
4,53,1,100,0,0,71,0,1,1,1,2,0,1,1,6890,90000,501,6,132070,90000
4,48,1,100,0,0,81,0,1,2,1,4,0,2,1,6990,128000,501,6,151199,128000
4,18,1,100,0,0,63,0,1,1,5,4,0,2,1,5370,2600,501,6,412031,2600
4,80,4,400,0,0,63,0,1,B,1,3,0,1,1,BBBB,0,336,BBB,BBBBBB,12900
4,76,5,500,0,0,65,0,1,3,1,4,0,2,1,7860,0,336,BBB,436010,36300
4,61,1,100,0,0,63,0,1,1,1,4,0,2,1,7290,74000,501,BBB,132011,74000
4,67,1,100,0,0,101,14,1,6,1,4,0,1,1,7290,0,501,BBB,173010,36000
4,71,1,100,0,0,116,61,1,6,1,2,0,1,1,7970,0,501,6,291060,75000
4,67,1,100,0,0,81,0,1,B,1,4,0,2,1,BBBB,0,501,BBB,BBBBBB,6400
4,57,1,100,1,100,63,0,5,1,1,4,0,1,1,4680,20000,328,6,37201X,20000
4,49,1,100,1,100,63,0,5,B,1,4,0,2,1,BBBB,0,328,BBB,BBBBBB,0
4,30,1,100,1,100,101,62,1,1,5,4,0,1,1,6990,63000,328,6,439XXX,63000
4,57,1,100,0,0,65,0,1,1,1,4,0,1,1,6890,100000,501,BBB,112020,136000
4,58,1,100,0,0,65,0,1,6,1,4,0,1,1,8980,0,501,6,395012,2000
4,59,4,400,0,0,63,0,5,1,1,4,0,2,1,8680,12000,155,6,352010,12000
4,63,4,400,0,0,63,0,4,3,1,4,0,1,2,8370,9600,155,6,372012,9600
4,60,4,400,0,0,63,0,5,1,4,4,0,1,2,8680,8000,155,6,3590XX,8000
4,75,7,700,1,100,23,0,4,B,2,4,0,2,1,BBBB,0,52,BBB,BBBBBB,6000
4,59,1,100,0,0,65,0,4,1,1,4,0,2,1,6870,25000,157,6,433071,25000
4,61,1,100,0,0,63,0,4,6,1,4,0,1,1,5090,0,157,BBB,412010,800
4,39,1,100,0,0,81,0,1,1,1,4,0,2,1,1190,10500,326,BBB,513011,10500
4,49,1,100,0,0,64,0,1,2,1,4,0,1,1,9160,84000,326,BBB,212011,84000
4,22,1,100,1,100,71,0,4,1,5,4,0,1,1,8170,9000,146,6,399021,9000
4,18,1,100,1,100,65,0,1,1,5,4,0,1,2,8680,15000,146,6,113051,15000
4,22,1,100,1,100,71,0,1,1,5,4,0,1,1,8680,20000,157,6,352010,20000
4,20,1,100,1,100,71,0,1,1,5,4,0,2,1,5390,10000,78,6,412031,10000
4,64,5,500,0,0,101,62,1,1,3,4,0,2,1,3960,120000,501,6,112020,120000
4,63,1,100,0,0,71,0,1,1,3,4,0,2,1,4870,0,301,BBB,412010,3400
4,29,1,100,1,100,63,0,5,1,5,4,0,1,1,3990,30000,301,6,514041,30000
4,24,1,100,1,100,81,0,1,3,5,4,0,2,1,8570,22000,301,6,439061,22000
4,22,1,100,1,100,63,0,1,1,5,4,0,1,2,8680,20000,301,6,419099,20000
4,21,1,100,1,100,63,0,1,1,5,4,0,2,1,5470,20000,158,6,434051,20000
4,53,6,620,0,0,101,60,5,1,1,4,0,1,1,1680,70000,501,6,119XXX,70000
4,52,6,620,0,0,101,36,5,1,1,4,0,2,1,1680,63000,501,6,119XXX,63000
4,29,6,620,0,0,101,62,5,1,5,4,0,1,1,3390,33000,501,6,119XXX,33000
4,50,1,100,0,0,71,0,1,3,1,4,0,2,1,7860,22000,501,6,259041,22100
4,52,1,100,4,450,71,0,1,1,1,4,0,1,1,6670,180000,501,6,112020,180100
4,22,1,100,4,450,71,0,1,2,5,4,0,1,1,8590,11000,501,6,434051,11010
4,50,7,700,1,100,30,0,4,1,3,4,0,2,1,8190,6500,60,6,113061,6500
4,21,7,700,1,100,71,0,1,1,5,4,0,1,1,8680,7000,60,6,352010,7000
4,18,7,700,1,100,65,0,1,1,5,4,0,2,1,8680,2000,60,6,353031,2000
4,60,1,100,0,0,101,13,1,B,1,4,0,2,1,BBBB,0,394,BBB,BBBBBB,0
4,28,1,100,0,0,65,0,1,1,1,4,0,2,1,5380,24000,394,6,435081,24000
4,86,1,100,0,0,101,60,1,B,3,4,0,2,1,BBBB,0,394,BBB,BBBBBB,33500
4,29,6,640,0,0,61,0,5,1,1,4,0,1,2,8590,0,394,BBB,393090,16000
4,31,6,640,0,0,63,0,5,6,5,4,0,1,2,4270,0,394,6,515112,45000
4,32,1,100,4,416,63,0,4,1,1,4,0,2,1,7690,15000,161,6,37201X,15000
4,40,1,100,4,416,50,0,4,1,1,4,0,1,1,6290,25000,161,6,533030,25000
4,60,7,700,1,100,23,0,5,B,1,4,0,1,2,BBBB,0,292,BBB,BBBBBB,26400
4,49,7,700,1,100,17,0,4,1,1,4,0,2,2,1680,45000,292,6,435071,45000
4,30,7,700,1,100,64,0,1,6,5,4,0,1,2,6170,0,292,BBB,537062,30000
4,22,7,700,1,100,71,0,1,B,5,4,0,1,2,BBBB,0,292,BBB,BBBBBB,0
4,28,7,700,1,100,63,0,5,6,1,4,0,2,2,8470,0,292,BBB,399011,0
4,87,1,100,0,0,63,0,1,B,2,4,0,2,1,BBBB,0,501,BBB,BBBBBB,61060
4,57,1,100,0,0,115,23,1,1,3,4,0,1,1,7860,25000,501,6,252020,25000
4,66,4,400,0,0,101,62,4,5,1,4,0,2,1,6370,26000,501,6,435051,70700
4,67,4,400,0,0,114,24,4,B,1,4,0,1,1,BBBB,0,501,BBB,BBBBBB,30900
4,94,1,100,0,0,50,0,1,B,2,4,0,2,1,BBBB,0,128,BBB,BBBBBB,15000
4,71,5,500,0,0,116,24,1,7,1,2,0,1,1,7980,0,501,BBB,291020,160000
4,72,4,400,0,0,114,60,1,B,1,4,0,2,1,BBBB,0,501,BBB,BBBBBB,30000
4,61,1,100,0,0,71,0,1,1,1,4,0,2,1,3580,0,501,BBB,131081,52000
4,64,1,100,0,0,81,0,1,3,1,4,0,1,1,9390,0,501,BBB,499071,96000
4,25,1,100,0,0,81,0,1,3,5,4,0,1,1,8370,12000,501,6,119151,12000
4,65,1,100,0,0,71,0,1,6,3,4,0,2,1,5790,0,501,BBB,412031,110000
4,79,5,500,0,0,71,0,1,B,2,4,0,1,1,BBBB,0,501,BBB,BBBBBB,29200
4,47,5,500,0,0,65,0,1,6,1,4,0,1,1,6190,50000,501,6,533041,110000
4,49,1,100,0,0,101,40,1,7,1,4,0,1,1,7390,144000,501,6,131111,144000
4,51,1,100,0,0,101,36,5,1,1,4,0,2,1,7380,150000,501,6,411012,150000
4,68,1,100,0,0,116,50,3,4,1,4,0,1,1,7870,180000,501,6,251000,201000
4,59,1,100,0,0,116,36,4,2,1,4,0,2,1,8190,190000,501,6,291051,190000
4,46,1,100,0,0,71,0,1,1,1,4,0,1,1,6170,58000,353,6,533030,58000
4,46,1,100,1,100,63,0,1,1,1,4,0,2,1,5390,6200,353,6,411011,6200
4,55,1,100,1,100,63,0,1,1,5,2,0,1,1,170,3000,353,BBB,4520XX,3000
4,61,1,100,0,0,114,13,1,B,3,4,0,2,1,BBBB,0,353,BBB,BBBBBB,45000
4,80,6,660,0,0,2,0,4,B,1,4,0,2,1,BBBB,0,249,BBB,BBBBBB,9100
4,80,6,660,0,0,2,0,4,1,1,4,0,1,1,8590,18200,249,6,37201X,27300
4,76,1,100,0,0,115,55,1,B,4,2,0,1,1,BBBB,0,401,BBB,BBBBBB,47000
4,25,1,100,0,0,71,0,1,1,5,4,0,1,1,7380,16000,127,6,399021,16000
4,29,1,100,0,0,101,60,1,2,5,4,0,1,2,5370,7400,59,6,412031,7400
4,26,7,700,4,420,64,0,5,1,5,4,0,1,2,7490,1300,10,BBB,273090,1300
4,48,1,100,0,0,101,55,1,1,1,4,0,1,1,7590,110000,501,6,413099,110000
4,50,5,500,0,0,114,61,1,2,1,4,0,2,1,8190,135000,501,6,291141,135000
4,16,8,812,0,0,40,0,1,B,5,B,0,1,1,BBBB,0,501,BBB,BBBBBB,0
4,48,1,100,0,0,101,19,1,2,3,4,0,2,1,8090,58000,460,6,131070,58000
4,30,7,700,1,100,63,0,5,6,5,4,0,1,2,7770,0,189,6,373010,24000
4,52,1,100,0,0,81,0,1,7,1,4,0,1,1,7890,21000,501,6,272020,361000
4,52,1,100,0,0,81,0,1,7,1,4,0,2,1,7890,29600,501,6,436010,29600
4,17,1,100,0,0,61,0,1,1,5,4,0,1,1,8590,2200,501,6,393090,2200
4,26,1,100,0,0,101,36,1,1,5,4,0,1,1,1090,3500,501,6,5191XX,3500
4,24,1,100,0,0,101,23,1,1,5,4,0,2,1,7860,53000,501,6,252020,53000
4,53,8,811,0,0,101,62,1,1,1,2,0,1,1,3370,116000,501,6,519061,119000
4,49,6,679,0,0,81,0,4,4,1,4,0,2,1,7860,20000,501,6,259041,23000
4,20,9,963,0,0,63,0,1,1,5,4,0,1,1,8590,5600,501,6,433041,5700
4,19,9,963,0,0,63,0,1,1,5,4,0,1,1,8590,8800,501,BBB,412031,8900
4,38,1,100,0,0,114,23,1,3,5,4,0,2,1,7860,56000,442,6,252050,56000
4,58,1,100,0,0,101,62,1,1,3,4,0,2,1,6870,75000,501,6,132070,79500
4,59,1,100,4,416,2,0,4,B,3,4,0,2,2,BBBB,0,4,BBB,BBBBBB,0
4,25,1,100,4,416,71,0,1,1,5,4,0,1,1,8680,700,4,BBB,412010,700
4,52,7,700,1,100,101,19,1,2,1,4,0,1,1,9180,94000,465,6,1110XX,94000
4,43,7,700,1,100,40,0,1,1,1,4,0,2,1,5170,27000,465,6,537064,27000
4,23,7,700,1,100,63,0,1,1,5,4,0,1,2,8680,4200,465,BBB,533030,4200
4,20,7,700,1,100,63,0,1,1,5,4,0,1,1,8680,17000,465,6,352010,17000
4,40,7,700,1,100,30,0,1,1,1,2,0,1,2,8680,30400,327,6,352010,30400
4,49,7,700,1,100,63,0,5,1,1,4,0,2,2,7690,22800,327,6,37201X,22800
4,32,1,100,0,0,71,0,1,1,1,4,0,2,1,7270,59000,501,6,232011,59000
4,32,1,100,0,0,101,21,1,1,1,4,0,1,1,7380,70000,501,6,151150,70000
4,52,6,600,0,0,71,0,3,1,1,4,0,1,1,7880,26400,137,6,119030,26400
4,50,6,600,0,0,101,23,4,1,1,4,0,2,1,7970,6000,137,6,319092,6000
4,22,6,600,0,0,101,41,1,1,5,4,0,1,1,7470,2000,137,BBB,131161,2000
4,19,6,600,0,0,71,0,1,B,5,4,0,1,2,BBBB,0,137,BBB,BBBBBB,0
4,31,7,700,4,412,71,0,1,3,5,4,0,2,1,8590,0,378,BBB,33909X,1000
4,36,7,700,4,412,114,23,4,3,5,4,0,1,1,7860,60000,378,6,252020,60000
4,32,1,100,0,0,101,62,1,1,5,4,0,1,1,6490,50000,398,6,413011,50000
4,65,1,100,0,0,114,36,1,1,1,4,0,1,1,7460,0,501,BBB,119XXX,57000
4,61,1,100,0,0,114,36,1,6,1,4,0,2,1,8080,5000,501,BBB,211010,40000
4,36,7,700,1,100,30,0,5,1,1,4,0,2,2,7580,11000,87,6,537064,11000
4,36,7,700,1,100,30,0,5,1,1,4,0,1,1,6170,9000,87,BBB,533030,14300
4,36,1,100,0,0,101,20,1,7,5,4,0,1,1,6570,80000,501,BBB,272012,80000
4,38,1,100,0,0,101,60,1,1,5,4,0,2,1,6570,80000,501,6,271020,80000
4,30,1,100,1,100,71,0,1,1,5,4,0,2,1,6870,11700,69,6,433071,11700
4,52,7,700,1,100,2,0,4,1,3,4,0,1,1,9290,19000,152,6,537062,19000
4,89,1,100,0,0,63,0,1,B,2,4,0,1,1,BBBB,0,391,BBB,BBBBBB,45400
4,68,7,700,4,498,40,0,4,B,3,4,0,2,1,BBBB,0,85,BBB,BBBBBB,10000
4,55,7,700,1,100,26,0,4,1,1,4,0,1,1,2280,56000,501,6,5191XX,56000
4,51,7,700,1,100,71,0,4,1,1,4,0,2,1,3190,30000,501,6,514XXX,30000
4,31,7,700,1,100,63,0,4,1,5,2,0,1,1,4590,35400,501,6,537062,35400
4,20,7,700,1,100,71,0,1,1,5,4,0,1,1,1990,10400,501,6,519198,10400
4,57,1,100,0,0,63,0,1,1,5,4,0,2,1,590,64000,501,BBB,433021,131040
4,59,8,812,0,0,114,50,3,1,1,4,0,1,1,7390,135000,501,6,151143,146000
4,54,8,811,0,0,81,0,4,1,1,4,0,2,1,3365,76000,501,6,151150,76000
4,49,1,100,0,0,71,0,1,2,1,4,0,2,1,6880,35000,403,6,431011,44000
4,53,6,600,0,0,63,0,5,B,1,4,0,1,1,BBBB,0,403,BBB,BBBBBB,18600
4,24,1,100,0,0,71,0,1,3,5,4,0,1,2,7860,12000,403,BBB,259041,14000
4,74,1,100,0,0,71,0,1,B,1,2,0,1,1,BBBB,0,501,BBB,BBBBBB,99000
4,71,1,100,1,100,101,23,1,B,1,4,0,2,1,BBBB,0,501,BBB,BBBBBB,47000
4,66,2,200,0,0,50,0,1,B,1,4,0,2,1,BBBB,0,215,BBB,BBBBBB,27000
4,77,2,200,0,0,63,0,1,1,1,4,0,1,2,6290,4800,215,6,537062,4800
4,65,1,100,1,100,71,0,4,B,1,4,0,2,1,BBBB,0,501,BBB,BBBBBB,7500
4,69,1,100,1,100,65,0,4,1,1,4,0,1,1,4670,16400,501,6,533041,55600
4,37,1,100,0,0,101,55,1,1,5,4,0,2,1,7870,62000,501,6,211010,62350
4,69,1,100,1,100,30,0,4,B,3,4,0,1,1,BBBB,0,501,BBB,BBBBBB,10700
4,73,1,100,0,0,71,0,1,B,1,4,0,2,1,BBBB,0,501,BBB,BBBBBB,344800
4,89,1,100,0,0,115,64,1,B,1,4,0,1,1,BBBB,0,501,BBB,BBBBBB,141800
4,72,1,100,0,0,63,0,1,B,3,2,0,1,1,BBBB,0,501,BBB,BBBBBB,24000
4,38,1,100,0,0,81,0,1,1,3,4,0,1,2,4690,35700,212,6,412031,35700
4,36,1,100,0,0,81,0,1,1,3,4,0,2,1,4890,62000,489,6,411011,62000
4,50,1,100,0,0,101,62,1,1,1,4,0,1,1,6290,80000,501,6,413099,80000
4,50,1,100,0,0,63,0,1,1,1,4,0,2,1,6890,50000,501,6,431011,50000
